timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
20250618_134256,72ea5f833e39,spark-worker-1,0.20%,1.797GiB / 10GiB,17.97%,5.3GB / 5.41GB,0B / 0B,80
20250618_134256,d9db3658c991,spark-worker-4,99.69%,1.386GiB / 10GiB,13.86%,5.41GB / 5.32GB,0B / 0B,80
20250618_134256,ec39dfa29337,spark-worker-5,86.91%,1.684GiB / 10GiB,16.84%,5.4GB / 5.21GB,0B / 0B,81
20250618_134256,82e8dc373feb,spark-master,1.94%,759.4MiB / 4GiB,18.54%,47.4MB / 76.6MB,0B / 0B,128
20250618_134302,8896faf2c28a,spark-worker-3,0.14%,1.775GiB / 10GiB,17.75%,5.08GB / 5.42GB,0B / 0B,80
20250618_134302,bd3eccc510a1,spark-worker-2,0.17%,1.464GiB / 10GiB,14.64%,5.36GB / 5.17GB,0B / 0B,80
20250618_134302,72ea5f833e39,spark-worker-1,0.18%,1.797GiB / 10GiB,17.97%,5.3GB / 5.41GB,0B / 0B,80
20250618_134302,d9db3658c991,spark-worker-4,0.17%,1.386GiB / 10GiB,13.86%,5.41GB / 5.32GB,0B / 0B,80
20250618_134302,ec39dfa29337,spark-worker-5,0.17%,1.684GiB / 10GiB,16.84%,5.4GB / 5.21GB,0B / 0B,81
20250618_134302,82e8dc373feb,spark-master,6.97%,760.5MiB / 4GiB,18.57%,47.4MB / 76.6MB,0B / 0B,128
