timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
20250618_132048,82e8dc373feb,spark-master,1.05%,805.3MiB / 4GiB,19.66%,38.7MB / 61.8MB,0B / 0B,111
20250618_132056,8896faf2c28a,spark-worker-3,199.95%,2.974GiB / 10GiB,29.74%,4.53GB / 4.78GB,0B / 0B,78
20250618_132056,bd3eccc510a1,spark-worker-2,121.51%,2.289GiB / 10GiB,22.89%,4.71GB / 4.57GB,0B / 0B,77
20250618_132056,72ea5f833e39,spark-worker-1,199.02%,2.8GiB / 10GiB,28.00%,4.68GB / 4.81GB,0B / 0B,78
20250618_132056,d9db3658c991,spark-worker-4,199.65%,2.497GiB / 10GiB,24.97%,4.74GB / 4.71GB,0B / 0B,77
20250618_132056,ec39dfa29337,spark-worker-5,196.29%,2.494GiB / 10GiB,24.94%,4.77GB / 4.59GB,0B / 0B,78
20250618_132056,82e8dc373feb,spark-master,2.56%,805.2MiB / 4GiB,19.66%,38.9MB / 61.9MB,0B / 0B,111
20250618_132104,8896faf2c28a,spark-worker-3,197.79%,2.974GiB / 10GiB,29.74%,4.53GB / 4.78GB,0B / 0B,78
20250618_132104,bd3eccc510a1,spark-worker-2,195.22%,2.764GiB / 10GiB,27.64%,4.76GB / 4.57GB,0B / 0B,77
20250618_132104,72ea5f833e39,spark-worker-1,14.72%,3.22GiB / 10GiB,32.20%,4.68GB / 4.81GB,0B / 0B,77
20250618_132104,d9db3658c991,spark-worker-4,197.14%,2.497GiB / 10GiB,24.97%,4.74GB / 4.71GB,0B / 0B,77
20250618_132104,ec39dfa29337,spark-worker-5,196.57%,2.788GiB / 10GiB,27.88%,4.77GB / 4.59GB,0B / 0B,78
20250618_132104,82e8dc373feb,spark-master,0.76%,805.2MiB / 4GiB,19.66%,38.9MB / 61.9MB,0B / 0B,111
20250618_132111,8896faf2c28a,spark-worker-3,110.07%,2.987GiB / 10GiB,29.87%,4.53GB / 4.84GB,0B / 0B,78
20250618_132111,bd3eccc510a1,spark-worker-2,85.01%,3.276GiB / 10GiB,32.76%,4.76GB / 4.62GB,0B / 0B,77
20250618_132111,72ea5f833e39,spark-worker-1,200.37%,3.208GiB / 10GiB,32.08%,4.76GB / 4.84GB,0B / 0B,77
20250618_132111,d9db3658c991,spark-worker-4,197.77%,2.538GiB / 10GiB,25.38%,4.83GB / 4.74GB,0B / 0B,77
